Model Number,Name,Model,Color,Manufacturing Company,Additional Features,Mileage,Engine CC,Price,Reviews
E52TOV56,HR-V,2020,Gray,BMW,Adaptive Cruise Control; Lane Departure Warning; Navigation System; Backup Camera; Bluetooth; Blind Spot Monitoring,11.3,1004.0,47561.31,4.8
OPDLWJNB,Touareg,2019,Yellow,BMW,Adaptive Cruise Control; Leather Seats; Bluetooth; Blind Spot Monitoring; Lane Departure Warning,10.1,1696.7,67349.42,4.4
4VJ140FR,Cherokee,2011,Green,Mitsubishi,Lane Departure Warning; Navigation System; Sunroof; Bluetooth; Backup Camera; Adaptive Cruise Control; Leather Seats; Premium Sound System,13.7,4483.1,53497.87,3.9
RBRG7C7I,WRX,2019,Black,Mitsubishi,Lane Departure Warning; Sunroof; Adaptive Cruise Control; Backup Camera; Bluetooth; Leather Seats,12.6,1583.6,66991.93,3.4
F2RHB6F4,Beetle,2013,Black,Rolls-Royce,Bluetooth,14.1,1494.0,34587.42,3.7
PQOQ1WXA,Tiguan,2021,Orange,BMW,Bluetooth; Sunroof; Premium Sound System; Leather Seats,20.4,2732.5,67939.52,4.6
WXI4EWO2,Q7,2011,Gray,Suzuki,Navigation System; Blind Spot Monitoring; Sunroof; Premium Sound System; Backup Camera; Lane Departure Warning; Adaptive Cruise Control; Bluetooth,20.9,3690.6,61945.54,4.2
E74S0U0A,F-150,2013,Red,Chevrolet,Sunroof; Leather Seats; Navigation System; Blind Spot Monitoring; Lane Departure Warning; Premium Sound System; Bluetooth,28.6,2732.2,47563.1,4.4
ZX74DHR8,Insight,2022,Yellow,Mitsubishi,Premium Sound System; Lane Departure Warning; Navigation System; Backup Camera,16.3,1955.0,24017.9,3.4
9RMP6NDV,Tiguan,2020,Yellow,Suzuki,Adaptive Cruise Control; Blind Spot Monitoring; Backup Camera; Premium Sound System; Navigation System; Leather Seats,19.4,2558.0,77488.65,3.9
MM7LINGM,X3,2011,Gray,Mitsubishi,Blind Spot Monitoring; Navigation System; Bluetooth; Leather Seats,21.9,2962.0,32869.89,3.6
OWNHITDO,A6,2010,Gray,Chevrolet,Leather Seats; Bluetooth; Adaptive Cruise Control; Premium Sound System; Lane Departure Warning; Navigation System; Sunroof,28.9,1028.2,59412.09,4.9
CKKK7WQM,Mazda3,2019,Orange,Suzuki,Adaptive Cruise Control; Leather Seats,20.3,2656.5,74581.69,4.9
JXG2P544,Ascent,2015,Red,BMW,Navigation System; Premium Sound System; Adaptive Cruise Control; Blind Spot Monitoring,20.5,4436.6,42421.27,4.0
4NX8NA98,Charger,2017,Orange,Rolls-Royce,Premium Sound System,16.5,3719.6,64988.27,3.3
HAWVCK3R,Sienna,2020,Silver,BMW,Premium Sound System; Bluetooth; Lane Departure Warning; Leather Seats,23.5,3026.0,50193.75,3.6
RMCJZMD5,Fiesta,2018,Red,Mitsubishi,Adaptive Cruise Control; Backup Camera; Lane Departure Warning; Blind Spot Monitoring; Navigation System; Premium Sound System; Bluetooth; Leather Seats,24.8,2243.2,57400.16,4.0
R9J18IHC,Golf,2013,Yellow,BMW,Blind Spot Monitoring; Navigation System; Premium Sound System; Sunroof,21.5,1023.3,36173.89,4.8
A9GFRT0E,Touareg,2015,Gray,Mitsubishi,Backup Camera; Bluetooth; Adaptive Cruise Control; Navigation System; Leather Seats; Sunroof; Lane Departure Warning,18.5,4895.8,43063.66,4.1
9DBYYINU,Challenger,2012,Red,Chevrolet,Adaptive Cruise Control,13.4,3780.0,46361.01,3.7
MVM2EZNV,Ascent,2015,White,Audi,Bluetooth; Blind Spot Monitoring,27.2,2585.9,58129.83,4.4
I6QRM1J8,F-250,2017,Orange,BMW,Blind Spot Monitoring; Premium Sound System; Backup Camera; Adaptive Cruise Control; Sunroof; Navigation System; Leather Seats; Lane Departure Warning; Bluetooth,28.2,3063.1,44661.29,3.5
9STU50X7,Model S,2021,Blue,Chevrolet,Premium Sound System; Backup Camera; Lane Departure Warning; Leather Seats; Bluetooth; Blind Spot Monitoring; Navigation System,22.5,2591.6,38144.66,4.2
WW168O6A,Passat,2014,White,Rolls-Royce,Blind Spot Monitoring; Leather Seats; Sunroof; Bluetooth; Premium Sound System,13.7,4079.3,27406.99,3.3
0B8489GS,Q5,2021,Orange,Mitsubishi,Bluetooth,13.7,3061.9,31616.29,3.6
X9EJU8ZI,5 Series,2012,Silver,Mitsubishi,Adaptive Cruise Control; Backup Camera; Navigation System; Blind Spot Monitoring; Lane Departure Warning; Leather Seats; Premium Sound System,18.3,1765.5,57167.33,3.7
K9B6H261,Impreza,2022,Blue,Audi,Blind Spot Monitoring,28.0,1238.3,33747.97,3.9
KVZ2F7JQ,Rav4,2014,Blue,Rolls-Royce,Leather Seats; Navigation System; Adaptive Cruise Control,15.0,1739.4,33170.25,4.4
DAPASGAR,Pacifica,2012,Yellow,Suzuki,Sunroof; Leather Seats,21.9,2372.4,48678.84,3.4
KNL7ZOIB,Land Cruiser,2021,Red,Chevrolet,Premium Sound System; Bluetooth; Adaptive Cruise Control,12.9,4192.4,20716.07,4.9
D8G8PZG7,Jetta,2020,Silver,Suzuki,Adaptive Cruise Control; Backup Camera; Blind Spot Monitoring; Bluetooth,27.3,4408.3,47794.95,3.5
G53CPHPN,Q5,2010,Red,Rolls-Royce,Blind Spot Monitoring; Lane Departure Warning; Navigation System; Sunroof; Backup Camera; Premium Sound System; Bluetooth,21.5,4615.0,63541.05,4.3
8UZ5G5GJ,Yaris,2014,Yellow,BMW,Leather Seats; Premium Sound System; Navigation System; Bluetooth; Blind Spot Monitoring; Adaptive Cruise Control; Sunroof,12.4,2144.6,70355.11,4.5
CPD47SJI,Tacoma,2021,Blue,Rolls-Royce,Backup Camera; Leather Seats; Bluetooth,23.0,1882.5,61654.43,3.8
PYICP4YW,Pilot,2021,Red,Rolls-Royce,Bluetooth,22.9,3485.1,73695.53,3.3
6FYW7VXJ,Sienna,2010,Black,Mitsubishi,Premium Sound System; Backup Camera; Leather Seats; Lane Departure Warning; Sunroof; Adaptive Cruise Control; Bluetooth; Blind Spot Monitoring,17.2,2502.5,40976.11,3.0
9JITSTHZ,C-Class,2016,Black,Audi,Leather Seats; Bluetooth; Adaptive Cruise Control,21.6,1185.8,20443.94,3.7
25ZYQU82,Land Cruiser,2014,Yellow,Rolls-Royce,Premium Sound System; Bluetooth; Leather Seats; Adaptive Cruise Control,28.6,2856.5,42163.79,3.8
K7RXLH21,Passat,2011,Silver,Audi,Premium Sound System; Sunroof; Lane Departure Warning; Bluetooth; Leather Seats; Adaptive Cruise Control,19.8,1359.2,31398.73,3.3
ZSPZ61KI,Mustang,2016,White,BMW,Leather Seats; Sunroof; Lane Departure Warning,19.9,1449.1,53741.44,4.8
W0VZDVBD,Ascent,2022,Gray,Chevrolet,Bluetooth; Blind Spot Monitoring; Navigation System; Leather Seats,22.0,1080.2,29701.55,4.2
SGJRCS3U,Maxima,2022,Green,Audi,Leather Seats; Blind Spot Monitoring; Premium Sound System; Lane Departure Warning; Adaptive Cruise Control; Navigation System; Bluetooth,18.2,1922.0,56749.67,3.4
6UIHKX39,Ascent,2014,Orange,Mitsubishi,Adaptive Cruise Control; Navigation System; Sunroof; Backup Camera; Premium Sound System,18.9,4333.3,46214.6,3.6
OXK3JQCJ,Pacifica,2018,White,Rolls-Royce,Premium Sound System; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control,29.3,3083.2,45590.21,4.7
UG0KIQ9Z,Passat,2015,Green,Chevrolet,Premium Sound System; Backup Camera; Navigation System; Lane Departure Warning; Leather Seats,24.8,2025.9,40802.29,4.8
I2RU72T4,Forester,2015,Black,BMW,Blind Spot Monitoring; Lane Departure Warning; Sunroof; Adaptive Cruise Control; Backup Camera; Leather Seats; Navigation System,17.7,2382.7,32784.73,5.0
96PG0YLI,Pacifica,2017,Gray,Mitsubishi,Leather Seats; Blind Spot Monitoring; Backup Camera; Sunroof; Navigation System; Bluetooth; Adaptive Cruise Control; Lane Departure Warning; Premium Sound System,29.9,4781.4,75066.41,4.5
9E7O1ZFD,Accord,2013,Black,Suzuki,Blind Spot Monitoring; Premium Sound System; Backup Camera; Lane Departure Warning; Leather Seats; Bluetooth,14.2,1029.7,53738.88,3.7
ABDMEXBR,Compass,2014,Orange,Suzuki,Lane Departure Warning; Leather Seats; Blind Spot Monitoring,11.9,2840.7,37023.18,3.8
NY5HAWNI,Fortuner,2019,White,Audi,Adaptive Cruise Control; Navigation System; Bluetooth; Backup Camera; Lane Departure Warning; Blind Spot Monitoring; Sunroof; Premium Sound System; Leather Seats,24.9,1358.6,79223.27,3.4
2KLOQ0F4,Focus,2022,Green,Rolls-Royce,Blind Spot Monitoring; Lane Departure Warning; Sunroof; Navigation System; Premium Sound System; Backup Camera; Bluetooth; Leather Seats; Adaptive Cruise Control,17.8,2999.2,48306.76,3.1
SUVUJHLP,Wrangler,2011,Green,Chevrolet,Adaptive Cruise Control; Blind Spot Monitoring; Sunroof; Leather Seats; Backup Camera,25.5,1021.2,44628.12,4.7
NHT44ZTD,RAV4,2014,Green,Mitsubishi,Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats; Sunroof; Premium Sound System,13.4,2731.4,45351.85,3.4
ITLM9A2Y,Maxima,2018,Gray,Suzuki,Navigation System; Adaptive Cruise Control; Bluetooth; Backup Camera; Sunroof; Lane Departure Warning,20.7,1388.8,20783.03,4.7
OVT9WOYU,Durango,2015,Gray,Suzuki,Navigation System; Leather Seats; Sunroof; Backup Camera; Bluetooth; Adaptive Cruise Control; Lane Departure Warning; Blind Spot Monitoring; Premium Sound System,25.3,2393.6,51487.4,4.4
5VRCUY4B,Gladiator,2010,Green,Audi,Navigation System; Backup Camera,16.7,3211.2,28752.25,3.4
DCPISROZ,Tacoma,2016,Yellow,Suzuki,Adaptive Cruise Control; Sunroof; Navigation System; Bluetooth; Leather Seats; Backup Camera; Blind Spot Monitoring,14.1,2761.1,43976.79,3.5
EWTUXOW6,GLC,2022,Green,BMW,Backup Camera; Navigation System; Premium Sound System; Lane Departure Warning; Sunroof; Bluetooth,17.6,3323.8,49756.26,3.2
TSNMXN5Z,Tundra,2022,Green,Rolls-Royce,Premium Sound System; Navigation System; Adaptive Cruise Control; Blind Spot Monitoring; Bluetooth; Lane Departure Warning; Backup Camera; Leather Seats; Sunroof,10.5,4026.4,71640.87,3.1
R2HPMHSP,Insight,2012,Yellow,BMW,Backup Camera; Leather Seats; Blind Spot Monitoring; Sunroof; Bluetooth,12.5,1567.7,74362.32,3.6
J5VCCABL,HR-V,2018,Red,Chevrolet,Blind Spot Monitoring; Lane Departure Warning; Backup Camera; Navigation System; Sunroof; Adaptive Cruise Control; Bluetooth,17.3,1011.9,72566.99,3.3
XRG9OVK8,Impreza,2010,Black,Suzuki,Lane Departure Warning; Blind Spot Monitoring; Premium Sound System; Leather Seats; Sunroof; Navigation System; Bluetooth; Adaptive Cruise Control,25.7,1760.3,26958.23,4.4
7WY840BT,GLE,2020,Yellow,Audi,Leather Seats; Sunroof; Adaptive Cruise Control; Lane Departure Warning; Premium Sound System; Backup Camera; Bluetooth; Blind Spot Monitoring,27.5,3082.5,30835.75,3.6
SFQBWELZ,Ascent,2020,Black,Chevrolet,Lane Departure Warning; Backup Camera; Sunroof; Premium Sound System; Bluetooth,11.1,4142.0,57357.01,3.4
6P5UBL7D,Golf,2015,Orange,Audi,Blind Spot Monitoring; Navigation System; Bluetooth,19.8,2796.9,62018.74,4.8
7JNAGAW8,Escape,2012,Silver,Mitsubishi,Premium Sound System; Blind Spot Monitoring,13.9,2056.2,27486.93,4.8
61K0LGTI,Rogue,2021,Orange,Suzuki,Premium Sound System; Blind Spot Monitoring,23.1,4305.1,60844.78,4.4
HZLDJLI5,Camry,2010,Silver,BMW,Navigation System; Backup Camera; Adaptive Cruise Control,18.1,1380.9,40635.75,3.6
3BOIG24Z,Civic,2013,Gray,BMW,Sunroof; Bluetooth; Premium Sound System; Backup Camera; Blind Spot Monitoring; Lane Departure Warning,29.9,2818.9,31120.63,4.1
FIQAI4DE,Mazda3,2018,White,BMW,Blind Spot Monitoring; Adaptive Cruise Control,23.1,4272.9,57043.09,4.8
6419H0GK,F-150,2021,Red,Chevrolet,Premium Sound System; Blind Spot Monitoring; Leather Seats; Sunroof; Lane Departure Warning; Adaptive Cruise Control; Backup Camera; Navigation System; Bluetooth,21.6,1498.1,30225.49,4.9
TTLXZLHN,GLE,2019,Black,Audi,Premium Sound System; Sunroof; Leather Seats; Blind Spot Monitoring; Bluetooth; Navigation System; Adaptive Cruise Control; Lane Departure Warning; Backup Camera,25.3,1693.3,74169.82,4.5
M1XMH944,Sienna,2017,Yellow,Suzuki,Backup Camera; Blind Spot Monitoring; Navigation System; Sunroof; Premium Sound System,21.7,3931.1,53504.71,4.8
W74X7BGV,Prius,2019,Orange,Chevrolet,Navigation System; Sunroof; Backup Camera; Adaptive Cruise Control; Blind Spot Monitoring; Bluetooth; Leather Seats,13.2,4126.5,30883.34,4.4
VVU112W1,Legacy,2022,Red,BMW,Leather Seats; Lane Departure Warning; Adaptive Cruise Control; Premium Sound System; Navigation System; Bluetooth; Sunroof,22.2,4827.8,42258.67,4.8
JW5TQEU8,C-HR,2019,Orange,Mitsubishi,Bluetooth; Navigation System; Blind Spot Monitoring; Lane Departure Warning; Leather Seats; Backup Camera,24.1,1264.6,33393.12,4.5
AGES8IH6,Golf,2019,Blue,Chevrolet,Navigation System; Premium Sound System; Adaptive Cruise Control; Sunroof; Blind Spot Monitoring; Lane Departure Warning; Backup Camera,15.5,2837.3,27003.02,3.9
1G2P2NU8,4Runner,2017,Yellow,Audi,Premium Sound System; Blind Spot Monitoring; Leather Seats; Bluetooth; Backup Camera,19.3,2991.9,38895.7,4.7
8F48M22B,Cherokee,2010,Blue,Audi,Sunroof; Adaptive Cruise Control; Leather Seats; Premium Sound System; Navigation System; Lane Departure Warning; Bluetooth; Blind Spot Monitoring; Backup Camera,20.7,2174.6,50224.59,3.3
V3G8EWDQ,Forester,2021,Green,Suzuki,Navigation System,25.4,3222.1,71844.97,4.0
76V68Q75,Legacy,2010,Yellow,Mitsubishi,Backup Camera; Leather Seats; Lane Departure Warning; Blind Spot Monitoring; Navigation System,15.9,2107.1,33089.17,4.5
KX8W8YRN,4Runner,2014,Black,Chevrolet,Adaptive Cruise Control; Bluetooth; Lane Departure Warning,25.6,3501.3,45295.36,3.4
3504QCRC,Model S,2021,Gray,Mitsubishi,Bluetooth; Lane Departure Warning; Sunroof; Leather Seats,22.4,2439.0,51358.93,3.2
CXZCGULQ,Durango,2013,Red,Audi,Bluetooth; Blind Spot Monitoring; Navigation System; Premium Sound System; Adaptive Cruise Control; Sunroof,20.2,2761.4,53057.41,3.9
YXDMGHKQ,Outback,2018,White,Rolls-Royce,Blind Spot Monitoring; Adaptive Cruise Control; Backup Camera; Leather Seats; Navigation System; Lane Departure Warning; Premium Sound System; Sunroof,13.9,4793.4,65581.0,4.7
JJ0N98RT,Golf,2010,Red,Chevrolet,Sunroof; Premium Sound System; Blind Spot Monitoring; Navigation System; Leather Seats,10.3,2973.5,56473.6,3.0
8XS35CMA,Ranger,2010,Red,BMW,Lane Departure Warning; Adaptive Cruise Control; Premium Sound System; Leather Seats; Bluetooth; Navigation System; Blind Spot Monitoring; Sunroof,28.3,3789.1,33400.82,4.7
79J922P7,RAV4,2010,White,BMW,Bluetooth; Leather Seats,21.7,4506.2,68512.4,3.8
UPKGZ37M,Stinger,2014,Black,BMW,Premium Sound System; Lane Departure Warning; Blind Spot Monitoring; Backup Camera; Bluetooth; Sunroof; Adaptive Cruise Control; Navigation System; Leather Seats,12.1,4275.7,42053.72,3.0
53BXG8M2,A6,2019,Silver,BMW,Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Leather Seats; Navigation System,13.3,3249.0,27559.17,4.2
GB4WQ5D3,Outback,2018,Black,Mitsubishi,Bluetooth; Lane Departure Warning; Premium Sound System; Sunroof; Adaptive Cruise Control; Backup Camera; Blind Spot Monitoring,18.7,4735.6,29769.72,3.3
KTMAIDE2,Outback,2019,White,Suzuki,Navigation System; Sunroof; Leather Seats; Premium Sound System; Adaptive Cruise Control; Lane Departure Warning; Blind Spot Monitoring; Bluetooth,17.7,3745.4,31152.85,3.6
V1I9GTH8,Mazda3,2017,White,Audi,Premium Sound System; Bluetooth; Lane Departure Warning; Blind Spot Monitoring; Navigation System; Leather Seats; Sunroof,24.6,3990.0,68594.21,4.5
HE6GDQBA,Durango,2015,Black,Rolls-Royce,Backup Camera; Navigation System; Adaptive Cruise Control,26.0,4968.5,42130.8,3.7
Q5PTDAUK,F-150,2010,Black,Chevrolet,Bluetooth; Backup Camera; Adaptive Cruise Control; Sunroof; Premium Sound System; Lane Departure Warning,25.6,4540.6,39530.74,3.9
Q8IO0FEU,Altima,2016,Yellow,BMW,Blind Spot Monitoring,15.5,4249.1,57248.62,3.4
DBMQCAWZ,Durango,2018,White,Chevrolet,Premium Sound System; Backup Camera; Navigation System; Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control; Bluetooth; Sunroof,18.6,1289.0,59667.03,4.4
HPW95U9S,Legacy,2014,Red,Rolls-Royce,Leather Seats; Adaptive Cruise Control; Bluetooth; Navigation System; Backup Camera,24.3,2496.7,67610.89,4.2
AAFFVVKP,GLC,2022,Yellow,Rolls-Royce,Navigation System; Bluetooth; Blind Spot Monitoring; Sunroof; Premium Sound System; Lane Departure Warning; Backup Camera; Adaptive Cruise Control,15.7,1009.2,55342.58,3.9
EASVUP04,Accord,2022,Silver,BMW,Leather Seats; Premium Sound System; Lane Departure Warning; Adaptive Cruise Control; Bluetooth; Sunroof; Navigation System,27.9,3496.5,27389.55,4.6
XWB6MM1M,Sienna,2022,Silver,Audi,Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats,28.2,2096.4,57355.01,3.4
W0M41VYL,Sienna,2017,White,BMW,Blind Spot Monitoring; Navigation System; Lane Departure Warning; Leather Seats; Bluetooth; Sunroof; Backup Camera,20.8,1541.9,25351.39,3.2
TLE05AOW,Tacoma,2022,Blue,Rolls-Royce,Backup Camera; Blind Spot Monitoring; Bluetooth; Sunroof; Adaptive Cruise Control,12.1,4371.9,62255.44,3.6
7X5LCMK8,4Runner,2017,Black,Suzuki,Lane Departure Warning,18.3,3931.3,48579.36,4.0
P0MXMKDO,Bronco,2010,White,Mitsubishi,Navigation System; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control,28.4,1573.4,36268.46,5.0
WMH9N9M3,Fortuner,2014,White,Chevrolet,Sunroof; Lane Departure Warning; Adaptive Cruise Control; Navigation System; Bluetooth; Backup Camera; Leather Seats; Blind Spot Monitoring; Premium Sound System,20.7,4237.0,75099.36,4.8
SXSJPYWA,Golf,2013,Blue,Suzuki,Bluetooth,17.3,4445.7,67403.71,4.8
9CQG79UF,F-250,2015,White,Rolls-Royce,Bluetooth,20.1,2022.8,30334.88,3.7
T9ZHH9Q5,Ranger,2011,Yellow,Audi,Premium Sound System; Bluetooth; Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Navigation System,23.1,1363.3,62977.04,4.0
F3XVE7FA,Gladiator,2018,Orange,Mitsubishi,Lane Departure Warning; Adaptive Cruise Control; Navigation System; Leather Seats; Sunroof; Premium Sound System; Bluetooth; Blind Spot Monitoring; Backup Camera,14.3,1653.5,30186.41,3.5
513PRYQT,Golf,2011,Green,Mitsubishi,Blind Spot Monitoring; Sunroof,23.0,4925.9,72174.82,4.4
CW2YGN7S,Highlander,2018,Yellow,Audi,Adaptive Cruise Control; Lane Departure Warning; Sunroof,25.8,4586.7,57180.37,4.6
L9UNPVTY,CX-5,2018,White,Audi,Blind Spot Monitoring; Lane Departure Warning; Premium Sound System; Bluetooth; Backup Camera,21.6,3544.4,73137.77,4.7
LN4HI604,Jetta,2019,Silver,Audi,Blind Spot Monitoring; Adaptive Cruise Control; Bluetooth,26.1,2830.1,23029.69,3.2
35PWEKNJ,Ranger,2012,Blue,Mitsubishi,Bluetooth; Navigation System; Backup Camera; Premium Sound System; Leather Seats,27.1,4807.6,55537.23,4.3
3QA0BYQH,4Runner,2010,Black,BMW,Adaptive Cruise Control; Premium Sound System; Lane Departure Warning; Blind Spot Monitoring; Leather Seats; Backup Camera; Navigation System; Bluetooth,26.3,1908.2,35544.58,4.0
GH3BKJ45,Murano,2015,Silver,Suzuki,Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats,12.1,4845.0,20464.47,3.3
GLZW8OAM,F-250,2014,Red,Rolls-Royce,Backup Camera; Blind Spot Monitoring; Premium Sound System; Sunroof; Leather Seats,19.6,3911.1,35751.69,3.0
L22Z7551,Grand Caravan,2013,Black,Rolls-Royce,Adaptive Cruise Control; Backup Camera; Sunroof; Blind Spot Monitoring; Leather Seats; Lane Departure Warning; Premium Sound System,18.2,1543.1,22780.53,4.8
QEB2I2UM,Jetta,2015,Gray,Rolls-Royce,Navigation System,18.9,1895.2,31525.57,4.1
CS874TKX,5 Series,2017,Orange,Rolls-Royce,Navigation System; Lane Departure Warning; Bluetooth,16.6,1581.0,48263.3,3.6
KAAL3SKG,A6,2018,Red,Chevrolet,Blind Spot Monitoring,12.1,4971.7,67118.98,3.3
PBMZGFBP,Fortuner,2015,Orange,Mitsubishi,Adaptive Cruise Control; Leather Seats; Premium Sound System; Sunroof; Lane Departure Warning; Blind Spot Monitoring,24.5,3496.5,51534.18,4.5
XPZV82NU,Pacifica,2010,White,Rolls-Royce,Adaptive Cruise Control; Sunroof; Navigation System; Backup Camera; Lane Departure Warning; Bluetooth; Premium Sound System,23.5,3127.0,75495.65,3.9
JA7ZDBZT,3 Series,2022,Black,Suzuki,Blind Spot Monitoring; Premium Sound System; Sunroof; Navigation System; Lane Departure Warning; Bluetooth; Backup Camera; Leather Seats; Adaptive Cruise Control,16.3,4069.4,67605.41,4.5
C8ZXU515,Stinger,2015,Orange,Chevrolet,Backup Camera; Lane Departure Warning; Navigation System; Premium Sound System; Leather Seats; Sunroof; Blind Spot Monitoring; Bluetooth,26.3,2293.2,58248.24,3.1
94VSD3RQ,Altima,2013,Blue,Suzuki,Premium Sound System; Bluetooth; Blind Spot Monitoring; Adaptive Cruise Control,24.5,3774.8,27918.86,4.1
PW4P3C60,Q5,2017,Gray,Chevrolet,Backup Camera; Adaptive Cruise Control; Sunroof; Lane Departure Warning; Leather Seats,27.2,3716.7,53069.66,3.3
XWOVILNI,F-350,2013,White,Chevrolet,Navigation System; Premium Sound System; Adaptive Cruise Control; Bluetooth; Sunroof; Backup Camera; Leather Seats; Lane Departure Warning; Blind Spot Monitoring,27.6,3714.1,30142.65,4.4
KCFTGD99,Tundra,2013,Black,BMW,Sunroof; Backup Camera; Leather Seats; Navigation System; Blind Spot Monitoring,20.9,1615.8,53857.26,3.6
XHLPNSJX,Charger,2019,Green,Mitsubishi,Premium Sound System,26.2,1634.6,38340.82,4.8
0GHMELJY,Legacy,2019,Silver,Audi,Lane Departure Warning; Premium Sound System; Backup Camera; Navigation System,25.8,1311.3,35155.78,5.0
9WUZ9PUL,Sienna,2011,Yellow,Rolls-Royce,Premium Sound System; Blind Spot Monitoring; Lane Departure Warning; Navigation System; Sunroof; Leather Seats; Adaptive Cruise Control; Backup Camera,11.5,3891.6,45752.29,4.3
T4LNVY8G,Passat,2018,Yellow,Suzuki,Premium Sound System; Bluetooth; Blind Spot Monitoring; Navigation System; Sunroof; Adaptive Cruise Control,29.4,3629.8,55384.93,4.3
INFVXIFO,Compass,2017,Red,Audi,Leather Seats; Backup Camera,29.5,2215.2,46450.29,3.2
I42J1F11,Charger,2021,White,Mitsubishi,Sunroof; Lane Departure Warning; Backup Camera; Premium Sound System; Leather Seats; Navigation System; Bluetooth,22.1,1308.0,31423.03,3.4
DBQFGRIE,Mustang,2013,Blue,Audi,Leather Seats; Premium Sound System; Backup Camera; Sunroof; Blind Spot Monitoring; Lane Departure Warning; Adaptive Cruise Control; Navigation System,21.8,3252.6,73434.59,4.6
N3JYZFF4,CX-5,2010,Red,Suzuki,Bluetooth; Lane Departure Warning,28.0,4480.7,24542.59,3.3
EO4YPXRH,WRX,2018,White,Chevrolet,Adaptive Cruise Control; Blind Spot Monitoring; Sunroof; Bluetooth; Navigation System; Premium Sound System; Leather Seats; Backup Camera; Lane Departure Warning,18.5,2578.2,37673.81,4.6
NR51JX3H,Tundra,2011,Black,Suzuki,Backup Camera; Blind Spot Monitoring; Adaptive Cruise Control; Lane Departure Warning; Sunroof; Navigation System; Leather Seats; Bluetooth; Premium Sound System,28.6,2221.1,27811.81,3.0
KRXFKR4F,A6,2022,Red,Rolls-Royce,Blind Spot Monitoring; Premium Sound System,28.7,4066.5,30933.58,3.9
AJQAOO0Z,Forester,2019,Gray,Chevrolet,Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats; Premium Sound System; Navigation System; Sunroof; Lane Departure Warning,28.9,3977.4,33005.7,4.0
TW0LKZMQ,Touareg,2021,White,Mitsubishi,Premium Sound System; Leather Seats; Sunroof,21.6,3073.7,63159.39,4.3
ZUBV35E5,Land Cruiser,2020,Blue,Suzuki,Sunroof; Premium Sound System; Backup Camera; Bluetooth; Blind Spot Monitoring; Adaptive Cruise Control; Navigation System,17.1,4418.6,62049.2,4.5
Y5YHIL2V,Leaf,2015,Red,Audi,Adaptive Cruise Control; Leather Seats; Backup Camera; Premium Sound System; Sunroof; Bluetooth,29.8,2639.9,54474.0,3.6
NM22MCA0,RAV4,2022,Silver,Audi,Leather Seats; Backup Camera; Navigation System; Sunroof; Premium Sound System; Blind Spot Monitoring,29.0,4291.2,62214.8,3.6
FBSN63EX,Renegade,2020,Red,Chevrolet,Lane Departure Warning; Backup Camera,12.6,4187.0,78175.53,4.0
GWQRTJGM,Yaris,2012,White,BMW,Bluetooth; Adaptive Cruise Control; Sunroof; Blind Spot Monitoring; Navigation System; Premium Sound System,14.6,2214.9,78326.69,4.4
4DNTMNOD,Pilot,2018,White,Audi,Blind Spot Monitoring; Leather Seats; Navigation System,17.7,3005.7,36882.6,3.4
1CIY7VLS,Escape,2012,Gray,Rolls-Royce,Bluetooth; Adaptive Cruise Control; Backup Camera; Premium Sound System; Leather Seats; Sunroof,21.6,1643.7,52527.08,4.7
Z3J416EM,RAV4,2021,Black,Suzuki,Premium Sound System; Lane Departure Warning,27.1,1973.0,75609.75,4.4
FXETCN07,Tundra,2022,Green,BMW,Bluetooth,13.7,3937.7,22345.95,3.2
7IVWLEO3,Legacy,2015,White,BMW,Leather Seats; Sunroof; Blind Spot Monitoring; Bluetooth; Lane Departure Warning; Navigation System; Premium Sound System; Backup Camera,19.9,2093.5,43731.64,4.7
FX8JH10H,Murano,2011,Gray,Rolls-Royce,Bluetooth; Lane Departure Warning; Backup Camera; Sunroof; Blind Spot Monitoring; Leather Seats,10.5,4338.6,44599.17,4.8
WGW9RJ14,Silverado,2016,Silver,Mitsubishi,Backup Camera; Navigation System; Lane Departure Warning; Leather Seats; Bluetooth,19.2,1086.8,72775.13,3.6
F7PN7SIG,A6,2019,Green,Audi,Adaptive Cruise Control; Leather Seats; Navigation System; Backup Camera; Bluetooth; Lane Departure Warning; Blind Spot Monitoring,13.6,1594.3,56342.33,4.6
JAY3S5RB,Beetle,2012,White,Rolls-Royce,Sunroof; Leather Seats; Adaptive Cruise Control,18.6,1753.9,79061.28,4.0
0ZPOVOGM,Corolla,2010,Orange,Suzuki,Adaptive Cruise Control; Bluetooth; Leather Seats; Premium Sound System; Navigation System; Sunroof; Lane Departure Warning,11.5,2468.7,30388.78,3.6
QPNFU361,4Runner,2020,Yellow,Suzuki,Bluetooth; Premium Sound System; Backup Camera,29.7,1353.5,35270.23,4.4
